Heart Rate (bpm),Acceleration_X (m/s^2),Acceleration_Y (m/s^2),Acceleration_Z (m/s^2),Water Pressure (bar),Label
122,0.002359101,-0.003277657,0.001480564,2.551469745,1
104,0.02363055,0.012875302,-0.012025152,1.186611134,0
148,-0.003759385,0.005572444,-0.001286608,3.404949217,1
41,0.007044737,-0.004577129,-0.004472814,3.240527464,1
97,0.0188076,0.052712559,-0.027214213,1.451642567,0
102,0.02439029,0.034746178,-0.005966795,0.980668469,0
54,-0.000167387,0.002445162,0.000215384,3.501559919,1
106,0.024369317,0.033588002,-0.024744321,1.44259673,0
141,-0.005340261,-0.000346202,0.00439195,2.659271293,1
88,0.023579053,0.029263083,-0.018057555,1.165143273,0
145,-0.002094452,-0.005859342,0.00853383,2.261344801,1
105,0.014828248,0.036423979,-0.006036476,1.1965044,0
42,-0.003357884,-0.006734404,-0.004711701,2.597714487,1
52,0.006218157,-0.008239663,-0.003237573,2.769221939,1
50,0.003227687,-0.001479282,-0.008862894,4.559994508,1
91,0.013448334,0.036693465,-0.009457251,0.947210914,0
55,-0.004314123,0.003680474,-0.003339285,3.324147376,1
110,0.035658456,0.022716054,-0.009190831,0.912684651,0
119,0.000491554,0.001172376,-0.007984251,1.781536711,1
91,0.012333886,0.03375673,-0.010658919,1.218814544,0
103,0.009546593,0.029487731,-0.008808625,1.320985075,0
46,0.005571406,-0.000240287,2.77173E-05,3.050764483,1
47,0.003897509,-0.001608747,-0.001501387,3.966193359,1
55,-0.005383744,-0.003268459,-0.002055359,3.012911426,1
110,0.030358722,0.042516282,-0.01713281,1.539691074,0
102,0.030213662,0.048317353,-0.003957226,1.128359494,0
129,0.005295504,0.001930342,0.003345044,2.894292968,1
84,0.008941967,0.032327142,-0.001819341,1.560397039,0
48,-0.000395521,0.006629865,0.009312709,2.739695832,1
51,0.001180742,0.00712877,0.004951097,3.309423551,1
80,0.036104196,0.010810602,-0.00677533,1.220170197,0
117,0.030021381,0.044856154,-0.011599387,1.420546246,0
54,0.000569317,-0.001681462,-0.007102933,3.420042104,1
96,0.026977658,0.040020994,-0.011696979,1.433710486,0
114,0.025284983,0.039059187,-0.005030911,1.026836844,0
141,-0.003577789,0.002401786,-0.004296031,3.152640065,1
142,0.006826109,-0.002674915,0.011930412,2.373440925,1
79,0.010814193,0.02064249,-0.01300163,1.253732897,0
104,0.029071379,0.026611964,-0.010080265,1.026042961,0
102,0.033207192,0.023119653,-0.008368711,0.977622975,0
82,0.011697581,0.014546828,-0.007489457,0.973173279,0
47,0.003689323,0.005339622,0.003781556,3.202589705,1
100,0.018911586,0.039909747,-0.00998204,1.504291377,0
51,0.005852827,-0.005628653,0.006320196,3.70236154,1
44,0.007403106,-0.005368828,0.000273352,2.494120462,1
49,0.003709023,0.004390337,0.000378918,2.352329675,1
90,0.013818104,0.020109121,-0.006255737,0.985832514,0
100,0.013249904,0.059351405,-0.010794465,0.965932843,0
58,0.006592959,-0.00418294,-0.002050828,2.105611491,1
142,0.00563917,0.010413813,-0.002366076,3.666799002,1
125,-0.002394536,-0.003077883,-0.002856819,3.190040865,1
145,-0.002095422,-0.005462164,-0.00083155,2.197214802,1
86,0.032154693,0.024131686,-0.012383562,1.285344491,0
82,0.025888374,0.043717676,-0.009621982,1.281028175,0
89,0.039802018,0.027431858,-0.009835672,1.364628554,0
53,0.009297358,-0.002066517,0.003118957,3.548563558,1
88,0.010405748,0.01088338,-0.000859068,1.084231253,0
96,0.032547226,0.01907743,-0.013367968,1.414428402,0
90,0.015749136,0.049046327,-0.004927897,1.368918531,0
138,0.005791678,-0.00281906,0.006354249,2.774996526,1
47,0.004273069,0.000572698,0.003719547,3.463779272,1
101,0.026272037,0.006469317,-0.007538416,1.233215567,0
44,0.000942969,-0.001344427,0.002360785,2.409322885,1
87,0.018998015,0.024269083,-0.013414973,1.242269599,0
57,-0.000909342,0.006251226,-0.003503938,2.516504716,1
108,0.025107768,0.012588208,-0.003033793,0.813948112,0
100,0.020166893,0.020561424,-0.010579395,1.504149876,0
144,-0.000509715,-0.007958454,-0.00035248,2.586287545,1
145,0.002426102,0.002319348,0.002835818,2.479661411,1
133,0.001041869,0.006419966,0.004921459,3.075535339,1
54,0.002899106,-0.008175427,0.004415046,2.447533081,1
130,-0.004225271,0.001966671,0.004929999,3.518174857,1
91,0.008810801,0.028177447,-0.01268277,1.45137105,0
99,0.032178902,0.048649754,-0.004701021,1.257949987,0
126,0.00346692,0.000923181,0.004691699,3.138632688,1
118,-0.009609006,-0.002715841,-0.000576513,3.759740937,1
158,-0.005869798,-0.003281742,0.001260461,2.654997046,1
84,0.01343573,0.044913779,-0.015353724,1.198001526,0
83,0.016689623,0.033817412,-0.019247354,1.097843236,0
81,0.00620354,0.016694014,-0.012697529,1.016362643,0
85,0.021700372,0.016647286,-0.006523185,1.225496176,0
80,0.029013941,0.016832857,-0.010112687,1.30250824,0
89,0.025482957,0.028805109,-0.004874044,1.201520043,0
116,0.002294901,-0.006485069,0.005027296,3.188770745,1
88,0.026360796,0.048300859,-0.012511502,0.783931962,0
142,0.008618185,-0.002881771,0.010467507,2.940410189,1
48,0.001486412,-0.004740767,-0.007529712,2.45132889,1
102,0.029825365,0.05764065,0.006856646,1.422590558,0
128,-0.002582218,-0.003302447,0.002858983,3.095938572,1
91,0.030466258,0.01984325,-0.006582886,1.189955541,0
48,0.00401699,-0.012337614,-0.00928376,2.595531518,1
124,-0.006870331,0.004858142,-0.007489843,2.313481755,1
94,0.019932547,0.047538268,-0.004287455,1.354566292,0
149,0.00450958,-0.01127131,0.006538172,3.435087815,1
141,-0.005062491,-0.001585094,0.005891174,3.418565921,1
144,-0.003004386,0.00162437,-0.003060232,3.161371486,1
91,0.028081782,0.041427263,-0.00218332,1.247013648,0
107,0.003310382,0.009833772,0.000933695,0.995030414,0
99,0.008943904,0.032515065,0.001243092,1.162091887,0
51,0.001479139,-0.001220072,-0.010626493,2.047819369,1
94,0.019971001,0.040271223,-0.008483124,1.0987827,0
52,-0.003386839,-0.004087628,0.003555626,4.144105162,1
100,0.020742599,0.007840667,-0.008906499,1.217100477,0
143,-0.000778923,0.008999958,-0.010135304,2.65643937,1
135,0.008654462,-0.002419357,0.013553715,3.8880579,1
126,0.005516538,-0.003789859,0.008058655,2.378492521,1
48,-0.004935582,-0.001550778,-0.001145332,2.791671579,1
130,0.004354125,0.003172019,0.004517516,3.169767016,1
52,0.011451372,-0.003037909,-0.00024477,2.456730246,1
95,0.023996507,0.01969698,-0.011861866,1.299472478,0
89,0.021035247,0.013901172,-0.012235571,0.970224017,0
96,0.013895516,0.019480595,-0.010476423,1.567651868,0
132,-0.002194102,0.014087879,0.010624598,3.103792327,1
48,-0.002027431,-0.010710348,0.002468542,3.505999029,1
135,0.004412648,0.000554586,-0.007552013,1.839218801,1
104,0.016070414,0.034437412,-0.014794319,1.207689483,0
103,0.028052074,0.02038236,-0.01149658,1.242751848,0
95,0.026313616,0.021887402,-0.012042963,0.829255804,0
47,-0.007619233,8.375E-05,0.002184523,1.915770143,1
46,-0.002688233,-0.00472112,-0.00164451,2.618323002,1
129,0.007275047,0.004605438,-0.004975525,3.705008926,1
46,-0.001718776,-0.006664573,-0.001712732,2.207705119,1
53,0.002021015,0.013173893,-0.00251572,3.311675672,1
85,0.023575977,0.017095358,-0.010204049,1.471404295,0
140,-0.008132237,-0.000949923,-0.000135484,3.262441288,1
98,0.017840916,0.049335829,-0.01093156,1.037012964,0
150,-0.002939022,-0.009694563,0.006819869,3.868191139,1
91,0.020421214,0.027629598,-0.007208509,1.536850178,0
84,0.028167716,0.061358476,-0.009038483,0.954301599,0
48,-0.000663522,-0.003463306,-0.000964836,3.512325391,1
48,0.002115345,-0.006593106,0.003055624,3.874253777,1
130,0.008344051,0.00817235,0.004897906,2.031416936,1
118,-0.005505947,0.002035246,-0.006999809,3.505633084,1
53,0.003340494,0.008658571,-0.007023893,3.652649689,1
54,-0.001108788,0.001810896,0.009205367,2.876267524,1
125,-0.005507868,-0.001486027,-0.008264706,3.550359018,1
55,-0.000472837,0.006085085,0.001132015,3.368713146,1
47,-0.009917788,-6.44174E-06,0.000767123,3.442293805,1
48,0.002660143,0.002317364,-0.000845004,3.416425552,1
110,0.017719925,0.029784995,-0.007760691,0.851989552,0
104,0.026121095,0.010862243,-0.012558942,1.273771967,0
47,-0.005620978,0.007627736,0.004351229,3.119913917,1
56,0.004330261,-0.00990127,0.004395455,2.847033196,1
34,0.00054439,-0.000573545,0.006474786,2.659034724,1
46,0.006279011,0.004375601,-0.00501664,3.261141637,1
49,-0.004299998,0.010369529,0.004226004,2.602185102,1
49,0.002804459,0.00387427,-0.001916179,3.131328862,1
141,-0.004779381,-0.000273162,-0.003884332,3.283317061,1
84,0.01144879,0.05955942,-0.009795871,1.158478962,0
94,0.017010501,0.038887603,0.00174586,1.164825148,0
47,-0.001694505,0.000347752,0.013852627,3.96446311,1
72,0.016780207,0.021752556,-0.01158394,1.064817135,0
97,0.016738178,0.035330962,-0.012143567,1.366649722,0
118,0.020068705,0.002503963,-0.014915777,1.396933274,0
150,0.005180342,0.00128208,-0.004852176,2.558047355,1
44,0.007854668,0.010174679,0.003379593,2.138552523,1
143,0.001171967,-0.005360791,0.007434429,2.808105328,1
85,0.019839502,0.002466204,-0.01644263,1.26922869,0
88,0.025190737,0.044746134,-0.009234241,1.094045636,0
88,0.018663071,0.047597966,-0.021111462,1.317502679,0
142,-0.004329846,-0.002599705,-0.00014982,2.654781427,1
141,0.003045899,0.004259779,-0.000520512,2.571115722,1
76,0.015107149,0.058249615,-0.014084227,1.153326305,0
131,-0.001209832,-0.000550867,0.00136235,2.679937947,1
79,0.016503454,0.017951544,-0.015844122,1.090120889,0
101,0.009137723,0.023491093,-0.013728275,1.204702396,0
47,-0.002649828,0.000673094,0.00103617,2.266045261,1
156,0.002431365,2.94019E-05,-0.004117909,2.279444581,1
127,-0.000902998,0.005005715,-0.002582986,3.422441698,1
93,0.01281175,0.019621233,-0.01772634,1.356081457,0
141,-0.000118519,-0.003656559,-0.006262199,3.126823133,1
83,-0.006718831,0.040162415,0.000530649,1.051903491,0
88,0.026643114,0.027771581,-0.007834863,1.294910501,0
46,0.006800526,-0.006753323,0.003996161,2.425467534,1
89,0.039488566,0.030639112,-0.012901117,1.339120708,0
115,-0.009585164,0.009557934,-0.004570774,3.102279949,1
52,-0.001267556,0.005340301,0.003964258,3.002576519,1
45,-0.004958407,0.000257442,-0.000226952,3.602894015,1
54,0.006853374,-0.001713993,-0.006431286,2.76590121,1
109,0.015646036,0.032726652,-0.011953107,1.165339201,0
86,0.035232932,0.028389704,-0.00506601,1.210688733,0
140,0.004351687,0.001390713,0.008552316,3.270681485,1
43,0.001904349,0.00216015,0.005989164,2.457295742,1
94,0.006982961,0.026128023,-0.004699554,1.303471333,0
53,0.003386408,0.000353408,0.008308226,3.399744071,1
82,0.023333386,0.007574996,-0.016028524,0.825685403,0
79,0.023008876,0.042673126,-0.009490436,0.879140333,0
98,0.04351372,0.027856913,-0.003841116,0.774396744,0
93,0.03617132,0.02929511,-0.01111537,0.972394495,0
134,0.0072349,0.003749309,-0.003618932,2.815420538,1
140,-0.00432635,0.004147761,0.004656677,3.032992916,1
86,0.017516116,0.040257631,-0.005440611,1.158062449,0
136,0.011066317,0.002378963,0.005643038,3.517624535,1
81,0.026457591,0.024438833,-0.014789607,1.413838999,0
104,0.024982949,0.03682576,-0.009053081,1.207993141,0
47,0.001867914,-0.007254101,-0.002455823,2.671220213,1
101,0.005779768,0.030477487,-0.00537519,0.883489025,0
132,1.38357E-05,0.003009849,0.001670858,3.750650922,1
92,0.019599836,0.02062134,-0.005223577,1.103063907,0
102,0.011436895,0.025473453,-0.004729096,1.031581264,0
155,-0.003591802,0.004485586,-0.004319917,3.04194303,1
100,0.02177386,0.032080963,-0.010303738,1.812120384,0
85,0.029222678,0.03893245,-0.010652195,1.193374355,0
112,0.015628235,0.03757575,-0.009391617,1.459340547,0
137,0.008683908,0.003193946,0.004635707,2.637411647,1
121,0.00120818,-0.000734446,-0.001892258,3.131568231,1
139,0.001209348,-0.000755434,0.003059412,4.456053681,1
73,0.017149802,0.016356225,-0.011392782,1.195310501,0
81,0.023498726,0.012286486,-0.016679839,0.941599542,0
72,0.031369121,0.03179297,-0.009324864,1.486644858,0
45,0.00223467,-0.006431724,0.001289807,2.882249508,1
44,0.008978379,0.006177008,0.004071144,3.487969822,1
83,0.032489328,0.042182255,-0.008680218,1.224466812,0
75,0.030464794,0.024807356,-0.016105786,1.170880178,0
146,-0.004330247,-0.003091899,0.003649456,3.790093771,1
102,0.024022235,0.026871575,-0.01659487,0.981431067,0
131,-0.001833565,-0.000474711,0.004976487,3.050785943,1
46,0.00092819,-0.006904882,-0.002213709,2.316546118,1
47,0.002662403,-0.009707581,0.003375382,2.490107446,1
101,0.018126721,0.038976107,-0.001502363,1.049219825,0
95,0.023215345,0.035786311,-0.014508551,1.239130266,0
122,0.022966466,0.059214265,-0.003516237,1.580590491,0
132,0.002210777,0.000130843,0.000450706,3.276170037,1
102,0.023940139,0.027234818,-0.018827748,1.313321268,0
132,-0.000720524,0.003716933,0.003054577,2.509407636,1
83,0.021962098,0.044310716,-0.017806977,1.272557483,0
65,0.01701013,0.038509443,-0.016228175,1.60978105,0
79,0.019014866,0.035960678,-0.010902999,1.237882205,0
91,0.027824024,0.020380931,-0.013169189,1.00751945,0
97,0.024788901,0.05406378,-0.010369478,1.124424099,0
43,-0.000209876,-0.005091415,-0.00164824,4.187394009,1
98,0.020042897,0.059207474,-0.011507391,1.219892374,0
45,-0.006300178,0.00081239,-0.009805375,3.428602733,1
55,-0.009962951,-0.001578095,-0.008250583,3.405530178,1
108,0.012667742,0.037397273,-0.005569704,1.244631267,0
52,2.92372E-05,-0.002305809,-0.009810402,3.018810988,1
52,0.003789142,-0.011204918,0.002846325,3.721822708,1
52,-0.006090115,0.007015607,0.004170038,2.459527641,1
88,0.013039933,0.013902909,-0.014669738,1.2713754,0
111,0.025218102,0.047192348,-0.008107115,1.240701407,0
99,0.022912357,0.039979464,-0.013251308,1.095539164,0
46,0.01541804,0.009255996,0.001807298,3.168241012,1
87,0.020946312,0.013061437,-0.010042019,0.96873018,0
102,0.035361071,0.012331387,-0.010101635,1.078853831,0
90,0.030277114,0.014842297,-0.012316879,1.236812589,0
136,-0.001627457,0.006755756,-0.002927379,3.3090104,1
132,-0.002671637,-0.01300977,-0.001370032,2.704559946,1
146,-0.004017352,-0.002203622,-0.0115509,3.039228429,1
52,0.001516925,-0.000525237,0.000663337,3.153880942,1
109,0.03986047,0.053832269,-0.006561318,1.139103331,0
52,-0.010210802,0.004903028,0.004671517,3.03654683,1
121,0.017968362,0.037225995,-0.012589669,1.357795839,0
90,0.007951861,0.023646243,-0.014112263,1.11551808,0
93,0.001223449,-0.005832076,-0.014224685,1.277179505,0
95,0.026254616,0.013556134,-0.01083254,1.030171245,0
150,0.001489816,0.003016667,0.00315473,2.694698419,1
150,0.006165916,-0.005922344,0.003378557,3.404104387,1
114,0.03387538,0.023635085,-0.00094393,0.883070212,0
102,0.017466036,0.043080769,-0.01531682,1.228538474,0
134,-0.000112939,0.001807413,-0.004133907,2.806737684,1
81,0.034636553,0.024062732,-0.006890299,1.514464011,0
90,0.014496233,0.070522561,-0.010475698,1.156482679,0
58,0.002488006,0.000455585,-0.00665668,3.34120628,1
91,0.023458651,0.019220798,-0.015301831,1.100665423,0
115,0.035723449,0.030523238,-0.003601967,1.19428783,0
160,0.005179453,0.001023155,-0.002098372,2.629885136,1
97,0.028075126,0.028621328,-0.015530828,1.191254891,0
54,-0.003060014,-0.011402577,0.003930142,2.593651707,1
48,0.007089038,0.00039014,0.001727995,2.976555652,1
51,0.006528624,0.005591821,0.005417363,2.324594676,1
56,0.002718036,-0.000222663,9.87403E-05,2.814216516,1
82,0.01508014,0.07113155,-0.012260685,1.263011525,0
89,0.038858328,0.012278761,-0.013625587,1.177662069,0
47,-0.000109581,-0.001219398,-0.007046815,3.386418539,1
50,0.00695254,-0.005307379,0.003918094,1.824373773,1
141,0.005200511,0.005542074,-0.000557942,2.69809933,1
108,0.024975315,0.0067147,-0.01225912,1.398192086,0
103,0.032878766,0.031247174,-0.004497773,1.245453388,0
59,-0.000782539,-0.00457889,-0.002851585,2.705160822,1
137,-0.001790693,0.005357203,0.011281805,2.739988808,1
81,0.010077731,0.042144424,-0.00385058,1.193127237,0
150,0.006336626,0.004404042,0.005226814,2.576981895,1
47,-0.006656623,-0.00659161,-0.002616121,4.277242223,1
93,0.012575078,0.038065764,-0.007283394,1.41620046,0
81,0.014066539,0.01327122,-0.01430899,1.507397969,0
144,0.00104913,0.000769128,0.003486359,2.749751646,1
95,0.006526402,0.014407668,-0.008539112,1.388807203,0
47,0.001934435,-0.001974528,0.002525933,2.363472576,1
58,0.002976951,-0.001141993,-0.006983142,3.05517708,1
99,0.001859489,0.0210904,-0.016221623,0.924790786,0
134,-0.000244708,5.96317E-05,-0.002468338,2.879770893,1
88,0.02214344,0.018873275,-0.007482107,1.009662542,0
63,0.007506269,1.59549E-05,0.004879146,2.896114408,1
86,0.02835861,0.053316653,-0.000828542,0.546351622,0
104,0.024783922,0.019478579,-0.009340227,1.615274694,0
100,0.024020092,0.021591152,-0.002653335,1.352868476,0
140,-0.006127622,-0.004283787,-0.002852564,2.960749203,1
150,0.002102272,-0.002283882,-0.006408577,3.316293764,1
146,0.005944303,0.010613396,0.002099763,3.735902473,1
105,0.022753785,0.058160356,-0.011781549,1.198289522,0
80,0.018314889,0.060022538,-0.009240197,1.29504738,0
100,0.01254897,0.014714023,-0.00554232,1.462003663,0
147,-0.003328942,0.009739765,0.002640704,2.960920027,1
105,0.017961839,-0.002860516,-0.01160306,0.813658366,0
109,0.015028851,0.055593515,-0.018890178,0.808740028,0
107,0.024614422,0.060659871,-0.002210776,1.19733878,0
135,-0.000324173,0.001810758,0.009455611,3.277529785,1
73,0.018375141,0.034677,-0.015236186,1.150087087,0
89,0.008514809,0.020857839,-0.014609669,1.173072288,0
148,0.001238766,-6.14029E-05,0.004185096,2.295709965,1
104,0.03118278,0.018411684,-0.009701999,1.225400099,0
91,0.007680117,0.029888486,-0.00607205,1.047535821,0
103,0.029542775,0.043806713,-0.013595803,1.218584174,0
142,0.002733595,0.002784358,0.007997071,3.003963287,1
90,0.008961025,0.018751125,-0.016540817,1.154033465,0
97,0.022321916,0.044550215,-0.011586923,0.991540258,0
95,0.028189886,0.048320627,-0.008950905,1.030570391,0
54,-0.004611834,-0.003518169,-0.006790318,2.434414839,1
153,-0.005597515,0.008087168,0.005299435,2.992710684,1
52,-0.002184136,0.001733762,0.000404486,3.011215371,1
46,0.000539779,0.00261428,-0.002905993,2.649242962,1
91,0.029084113,0.005027905,-0.008527246,1.08005588,0
56,-0.000617429,0.004573796,0.003873378,2.638268727,1
54,0.003874875,0.005114578,-0.002727239,2.258612859,1
49,-0.007620266,0.012818753,0.000358538,2.750691428,1
100,0.021637016,0.037128966,-0.021211483,1.009194181,0
113,0.006985482,0.037677939,-0.007920615,1.384063318,0
147,0.002077385,0.001884141,0.002992511,3.287797053,1
106,0.017741445,0.001917923,-0.005530895,1.189909588,0
112,0.013458625,0.041794195,-0.008065824,1.076138555,0
92,0.031582935,0.045145022,-0.011913973,1.275500406,0
87,0.019128088,0.055286968,-0.00635124,1.266966339,0
83,0.034907135,0.019311588,-0.015492261,1.013296129,0
139,-0.002881327,-0.009275619,0.006219698,3.327161201,1
51,0.002187899,0.007263325,0.003191388,3.455788429,1
96,0.024222064,0.02331685,-0.009052823,1.03641012,0
102,0.025634436,0.048517129,-0.01229729,1.022415441,0
96,0.009324591,0.015850532,-0.009770823,0.984542732,0
51,0.000965433,-0.00205266,0.003481447,3.381637134,1
93,0.023776403,0.025237433,-0.006138756,1.281686535,0
141,0.001673421,-0.005871521,-0.004532059,3.663195019,1
59,0.002895113,-0.0040369,-0.00723628,3.912365651,1
131,0.003464198,-0.004101018,0.002642469,2.201276033,1
56,-0.005929972,-0.001818164,0.008856601,2.057611352,1
126,0.004857529,0.001706565,0.003539093,2.709779632,1
131,-0.001435705,-0.007741931,-0.001228959,2.924450958,1
43,-0.00579659,-0.004095684,0.010178304,4.143701383,1
54,0.004118788,-0.001236969,-0.000909729,2.963075852,1
87,0.011712475,0.016247025,-0.007172357,1.025011439,0
97,0.021050401,0.03408929,-0.017635606,1.163444391,0
55,-0.010980178,0.000988751,-0.000335603,2.868849269,1
95,0.022284913,0.02873712,-0.006965242,1.077513806,0
106,0.012445034,0.025768352,-0.010540668,0.912503767,0
141,-0.009421516,0.001125305,0.002074465,2.599394679,1
94,0.012355447,0.026808333,-0.012007087,0.954535889,0
131,-0.003663778,0.000411098,-0.002853521,2.863040387,1
86,0.032627266,0.011958754,-0.018418167,1.122697716,0
97,0.012753976,0.049878868,-0.00708892,1.192454201,0
96,0.025381564,0.03105619,-0.004957668,1.244969118,0
110,0.03408047,0.025684411,-0.004348699,0.930678511,0
146,0.007246992,-0.005578034,-0.00122382,3.534272973,1
156,0.005084405,0.005312047,-0.004271724,3.210319994,1
143,-0.005928918,0.001524254,-0.006136698,3.355566027,1
148,-0.005065654,-0.003513066,-0.000201468,3.242200628,1
100,0.018383079,0.018099543,-0.005951001,1.347272835,0
64,0.003254758,-0.000185394,-0.001731364,3.213361614,1
146,-0.004712743,0.003312718,0.001441858,3.746647083,1
54,-0.0020976,0.003631205,0.004974389,2.597911893,1
97,0.021874119,0.020690964,-0.019366897,0.861776241,0
46,0.000550984,-0.004869001,0.00460745,2.611697523,1
86,0.010885281,0.051304462,-0.009901354,1.082836954,0
94,0.017521201,0.049145454,-0.003517288,1.109145337,0
103,0.02182585,0.029837852,-0.010164332,1.42446889,0
85,0.010089297,0.036157112,-0.012274644,1.410083222,0
92,-0.002622338,0.043138906,-0.012338307,1.208161472,0
97,0.040444398,0.03223949,-0.017743644,1.325547276,0
99,0.027662647,0.026771616,-0.010969433,1.144238562,0
128,0.002925716,-0.009467685,-0.00521879,3.694636211,1
100,0.013137396,0.039439121,-0.011996453,1.36585412,0
58,0.003627424,0.002631375,-0.002634426,3.016488963,1
125,0.001281119,0.000975741,-0.003955487,1.837866587,1
104,-0.000264853,0.034002951,-0.010696984,0.99833457,0
76,0.019064576,0.034052087,-0.013855703,1.06445093,0
141,-0.007234028,-0.000260759,-0.002013454,3.092532196,1
101,0.014117185,0.045603075,-0.016809335,1.489478608,0
76,0.038453628,0.021046655,-0.012999087,0.901548876,0
52,0.000213455,-0.001007187,-0.000485205,2.948018043,1
96,0.016898761,0.039124882,-0.011170782,1.371688702,0
77,0.019128884,0.012057776,-0.003864346,1.391628919,0
133,-0.010239298,0.003432084,0.007507494,2.528901105,1
71,0.029579401,0.017623125,-0.012329502,1.040634944,0
137,0.002508753,0.011500703,-5.28422E-05,3.505645978,1
99,0.026207709,0.032790488,-0.023070932,1.288474726,0
84,0.02662661,0.047837513,-0.010577866,1.362651902,0
136,-0.007974275,-0.000350083,0.006263473,2.997991369,1
48,-0.000515038,0.001092622,0.002760037,3.372872927,1
122,-0.002960702,-0.004671443,-0.000232143,3.150093881,1
142,-0.003915388,0.000714328,-0.002438549,3.622147627,1
101,0.024722092,0.025023521,0.002663012,1.491664467,0
50,0.004134456,-0.000374598,0.004904323,2.985569466,1
99,0.02104233,0.0311282,-0.017212758,1.109863706,0
103,0.036201217,0.045870687,-0.008298969,1.272835672,0
46,0.001070877,0.000615407,-0.009501347,3.157145001,1
97,0.020272928,0.009119819,-0.007412759,1.14786059,0
99,0.012083059,0.045382904,-0.01001058,1.1111366,0
130,0.004446716,-0.001736264,0.003239139,3.309915836,1
57,-0.000425576,0.001026105,0.001984782,3.179548307,1
50,-5.18492E-05,0.011144528,0.001416566,2.780861879,1
90,0.011823223,0.022976839,-0.002383203,1.193671968,0
122,0.002602259,0.001439728,-0.000485731,3.959284273,1
109,0.032655745,0.017269159,-0.000997937,1.083622258,0
86,0.025184676,0.029910987,-0.010182724,1.139483626,0
102,0.037773277,0.010487339,-0.004121763,1.048420903,0
89,0.004931609,0.011833671,6.83962E-06,1.155886835,0
52,-0.006269865,0.006781472,-0.005145919,3.229523732,1
105,0.007649717,0.042195993,-0.012376269,1.453813466,0
137,-0.000839919,-0.008702205,0.007586122,3.233925725,1
100,0.026988958,0.00021214,-0.006751148,1.26245492,0
128,-0.000977962,0.005344345,-0.006886904,2.907851782,1
95,0.01815652,0.019452896,-0.009037409,1.346766806,0
96,0.021952156,0.026201539,-0.006019465,1.320738532,0
124,-0.010478927,0.007142686,0.002058021,2.847099348,1
151,0.003216574,-0.004065361,-0.000535449,3.311692648,1
107,0.029420029,0.04497457,-0.00679408,1.01965111,0
85,0.020250795,0.028330933,-0.010885807,1.530454087,0
55,-0.010957149,0.004972316,0.008391022,3.515539785,1
44,0.000294589,0.00895669,0.001658887,3.653095456,1
73,0.009220726,0.041656577,-0.01210209,1.203674106,0
109,-0.003513302,0.052057134,-0.004009987,1.210373379,0
87,0.022177128,0.045019678,-0.017749025,0.80490434,0
78,0.009507393,0.047717381,-0.007368864,1.119406199,0
83,0.022430145,0.030107103,-0.001315078,1.007130912,0
49,-0.001922029,-0.003185491,-0.003318042,2.03761097,1
128,0.000257641,-0.000545805,0.000338183,2.443417685,1
145,-0.002204246,0.007406824,0.002159096,2.971141074,1
153,0.000770045,0.005880094,-0.011905493,4.35439462,1
124,-0.011639599,0.002135354,0.00644645,2.544221925,1
43,-0.002368471,0.00390214,-0.005487095,4.46805439,1
137,-0.002475958,-0.001552671,-0.010523235,1.997577897,1
41,-0.001171419,-0.003236174,0.006083179,3.466260664,1
123,0.004254571,0.010456475,0.00517234,3.074956159,1
82,0.030866407,0.039536315,-0.017326081,1.157454711,0
48,0.00376081,-0.003485931,0.000470233,2.410456492,1
108,0.037046334,0.007278708,-0.015767893,1.343571209,0
44,0.00265005,-0.001677371,0.0028138,3.713046523,1
149,0.005159021,-0.00067251,0.005301456,2.333647461,1
141,7.63019E-05,0.005095997,-0.000393805,3.190932033,1
99,0.022279865,0.044044735,-0.01825448,1.168797967,0
142,0.009042061,0.004568947,-0.001812249,3.522594325,1
99,0.023251633,0.010422365,-0.005639079,1.268021407,0
87,0.04046097,0.025500246,-0.017023156,1.261300068,0
85,0.030641541,0.036338218,-0.007907414,1.198288278,0
52,-0.00185901,0.005758324,-0.001038318,2.735925901,1
45,0.003086456,-0.006771523,-0.005658275,2.565559682,1
47,0.000491063,-0.004951262,0.006984441,3.276889638,1
93,0.00372055,0.009048658,-0.007781081,1.285210519,0
47,0.002045054,0.000879902,-0.002752141,3.095387416,1
102,0.013659328,0.018577644,-0.008826033,1.411117724,0
90,0.024322956,0.021528119,0.000389353,1.318908128,0
141,0.000542546,-0.005680499,-0.008483937,3.185353116,1
153,0.00629812,0.009426728,-0.000554969,2.926478165,1
88,0.0257519,0.026956354,-0.005574145,1.024932826,0
89,0.048863138,0.038491543,-0.009404817,1.562196537,0
135,-0.005877291,0.005404791,-0.003278434,3.441254189,1
115,0.033633051,-0.009223308,-0.009618078,1.121019914,0
94,0.024901674,0.045883232,-0.007565536,1.188584919,0
93,0.01457136,0.044786308,-0.020159863,1.377094628,0
61,0.001955657,-0.001129597,0.00770377,2.952237714,1
151,-0.003247856,0.00377834,0.006005321,3.587011561,1
136,-0.006213181,-0.001741369,0.001607542,4.233390381,1
106,0.01550196,0.045012426,-0.006468742,1.160512592,0
49,0.002874789,-0.005057901,-0.000197358,3.669324047,1
132,-0.002733881,-0.003460339,0.000317317,3.222952312,1
142,0.002069138,-0.006003003,-0.004884836,2.747699211,1
46,0.002555188,-0.001201754,-0.002285911,3.510406079,1
103,0.014135195,0.005081372,-0.014348173,1.109785825,0
